id,MW,HBA,HBD,RotB,LogP,TPSA,GBSA,docking score
1102,420.5,8,0,10,2.65,76.9,-61.419381265011,-6.93274702755511
1103,429.3,6,0,5,3.07,69.9,-56.2430986948675,-6.93132812485062
1104,381.4,5,0,3,4.85,69.4,-57.2207056163843,-6.92867489400895
1105,439.9,6,3,11,4.8,89.4,-72.8904232385512,-6.92812856280691
1106,381.4,4,2,9,4.22,66.4,-58.113977659078,-6.9277326293699
1107,447.5,8,3,11,3.32,107.2,-57.558909465839,-6.92508217000065
1108,425.5,5,2,10,5.56,67.0,-62.4060215632908,-6.92156371844827
1109,486.0,8,0,8,2.68,100.4,-60.6524786881273,-6.92115787780277
1110,441.5,8,1,8,3.13,91.2,-60.9696320684588,-6.920947118799
1111,383.4,5,2,6,2.01,54.7,-57.9984376489911,-6.91767824838765
1112,440.9,7,1,7,3.86,90.0,-56.5412885841042,-6.91479970193307
1113,367.4,4,1,7,4.21,50.9,-57.1632041601652,-6.91074326527489
1114,365.9,3,0,3,4.58,37.4,-56.2858330562667,-6.91069429216538
1115,362.4,7,3,7,2.63,104.9,-60.4109540816344,-6.90928558488343
1116,397.5,7,2,10,3.0,92.9,-70.9710709464807,-6.90893017550212
1117,356.4,6,1,4,2.09,67.9,-57.9169298020806,-6.90657873885911
1118,406.7,6,0,3,3.99,65.6,-58.8744108010305,-6.9047161733012
1119,383.5,3,0,4,6.1,43.1,-58.512311699049,-6.9039576553398
1120,380.5,5,1,9,3.14,64.5,-60.5352247473857,-6.9031918413147
1121,474.4,7,0,6,4.42,96.0,-71.3895475554837,-6.90310596853883
1122,324.4,2,0,3,5.05,36.7,-57.5053334831427,-6.90291809896887
1123,358.8,5,1,6,3.65,58.6,-56.6123841321896,-6.89955253694356
1124,417.5,8,1,9,3.24,91.0,-56.7271781087056,-6.89902978008062
1125,380.5,5,1,9,3.14,64.5,-63.6924867925363,-6.89844739585997
1126,443.9,8,3,11,3.65,107.9,-64.0785491350698,-6.89710930742375
1127,377.4,7,3,9,2.29,102.9,-57.0988587847223,-6.89499524734272
1128,432.3,5,2,4,5.18,71.1,-56.3107692170142,-6.89261540305008
1129,489.7,9,1,6,3.04,103.9,-56.9851894016538,-6.89176249211777
1130,384.9,4,1,4,4.63,41.6,-56.5970429739682,-6.8915751080766
1131,400.5,6,0,11,3.19,59.1,-57.1443900871882,-6.88797969446946
1132,400.3,6,0,5,3.95,65.6,-60.1322234422132,-6.88692746144718
1133,396.9,5,1,6,2.81,66.5,-59.5302736500189,-6.88207709348521
1134,441.5,6,1,9,5.26,76.1,-62.5275454576067,-6.88201631298276
1135,380.8,6,0,4,3.81,80.5,-58.5656567937658,-6.88193285130435
1136,370.5,5,0,11,4.39,50.5,-57.6023080349978,-6.87892682050402
1137,357.4,5,2,6,3.08,74.8,-56.5977176664956,-6.87783484900473
1138,474.5,10,2,14,3.14,132.6,-67.1101697633458,-6.87638408021784
1139,373.4,4,1,7,4.4,46.9,-60.0711633793599,-6.87399890266911
1140,497.6,10,3,9,2.04,137.0,-60.016605513365,-6.87299017104724
1141,368.4,5,0,6,4.47,65.2,-59.3130365939032,-6.8718423513386
1142,473.6,7,2,6,3.54,95.6,-69.9151323125916,-6.87079120604825
1143,352.5,4,2,7,4.21,62.0,-61.0379238771775,-6.87035431170816
1144,358.9,4,1,10,4.45,47.3,-57.2790436794503,-6.86880803628813
1145,407.5,6,0,8,3.99,72.4,-59.1733821188845,-6.86458883310561
1146,336.8,2,0,4,5.73,36.7,-63.2942410977648,-6.8628487779114
1147,397.9,4,2,9,4.74,66.4,-59.3067764214393,-6.86154172250845
1148,465.3,6,2,6,5.54,82.1,-59.7957427687752,-6.86138568595948
1149,442.5,8,1,8,3.84,102.7,-59.8088698941247,-6.860091065344
1150,382.4,6,0,6,3.5,72.6,-60.1266003929768,-6.8596650409499
1151,353.4,6,0,4,2.74,66.6,-59.267807170072,-6.85851212817888
1152,364.2,5,0,4,3.18,59.8,-57.7371434973556,-6.85791192794021
1153,445.5,6,2,9,5.46,82.4,-63.4838186344614,-6.85597343269177
1154,474.6,7,0,7,4.19,84.0,-61.7906897648845,-6.85239694344223
1155,402.5,8,1,6,2.66,93.0,-61.1011545966921,-6.85181212160345
1156,358.5,5,0,5,2.78,41.4,-57.1011918746108,-6.85027581888374
1157,471.0,6,2,11,5.47,76.0,-67.1766137134609,-6.84886211118659
1158,421.5,6,0,9,4.38,72.4,-58.935105077916,-6.84794614440313
1159,416.4,9,2,7,2.49,110.9,-56.2993871538456,-6.84535653488409
1160,459.9,6,1,8,5.81,67.4,-69.9431610245829,-6.84507394688534
1161,472.5,7,1,5,5.85,81.8,-62.1006949455023,-6.84487633078544
1162,400.5,8,1,5,2.8,102.7,-56.3742799644715,-6.84428336045934
1163,381.5,5,0,5,2.74,43.9,-61.8734146921624,-6.84384899418458
1164,493.6,7,3,8,4.91,106.9,-60.492071757556,-6.84254693217098
1165,383.3,5,2,7,2.19,69.6,-58.053583495247,-6.84141415176882
1166,473.0,6,2,9,6.01,82.1,-62.1469703953098,-6.84128508358361
1167,479.6,7,2,9,2.53,77.7,-60.3058138924998,-6.83991371952412
1168,470.0,7,3,13,4.71,98.7,-61.3323621145746,-6.8396291015797
1169,435.4,7,1,5,3.89,96.5,-60.8182430088536,-6.83765900052847
1170,339.8,2,0,2,5.38,30.0,-57.2472116462732,-6.83701743143395
1171,376.8,9,1,8,0.7,103.9,-58.6843902955234,-6.83683523706864
1172,412.9,6,1,5,4.27,75.2,-56.2724978984634,-6.83635344252211
1173,442.5,7,2,9,2.76,85.9,-57.2479507679673,-6.83607540653798
1174,413.5,5,2,4,5.03,71.1,-64.9092252017363,-6.83564737093705
1175,399.2,4,0,3,5.61,56.5,-60.8715232832074,-6.83518557039591
1176,374.4,5,1,6,3.77,59.8,-61.4081575007394,-6.8347217344064
1177,409.5,6,3,10,3.66,89.4,-60.1206763112605,-6.83456295482659
1178,392.5,8,1,10,2.23,93.0,-58.5653996585725,-6.83226442297673
1179,309.3,6,3,7,1.0,81.7,-57.6612171912575,-6.82879093029211
1180,437.5,7,1,6,2.96,90.9,-62.7716367716812,-6.82639141761753
1181,457.9,8,3,12,3.69,107.9,-66.2354426228039,-6.82552442524104
1182,402.9,4,2,8,4.08,58.2,-57.6396475421379,-6.82473775705721
1183,327.3,8,0,7,1.08,91.9,-59.2924722304815,-6.82469379456433
1184,357.3,2,0,3,6.08,36.7,-63.2270310827835,-6.82468818310324
1185,486.6,9,3,9,4.08,132.9,-57.9909969166902,-6.82371110494815
1186,368.3,8,1,4,1.57,86.3,-60.6853477153345,-6.81914912156792
1187,369.5,6,2,11,4.05,84.2,-59.1546420618906,-6.81688760323317
1188,369.8,6,0,4,2.88,65.6,-59.9458129254108,-6.81618069374819
1189,461.5,6,1,7,3.17,69.7,-59.5987739996972,-6.8159632254344
1190,423.5,7,2,11,3.14,87.7,-61.7660568994106,-6.81542910909372
1191,351.4,4,0,5,4.27,48.4,-57.9823937832371,-6.81368384595693
1192,436.6,8,2,6,1.11,107.9,-61.3783267979688,-6.81246636793009
1193,489.4,7,3,10,3.85,101.3,-63.2971412485795,-6.81091871617649
